X,Y,objectid,globalid,_date,Year,event_name,classification_status,rating_status,event_type,initial_data_sources,location_description,province,surveys_completed,damage,investigation_initiated_by_ntp,ground_survey_completed_indepen,event_description,web_map_link,CreationDate,Creator,EditDate,Editor,event_subtype,damage_summary,track_length,max_path_width,max_wind_speed,time,parent_storm_type,EFDOD,injuries,concurrent,uniqueID,mean_motion_from,day,month,timeUTC,timezone,fatalities_text,damage_cost_text,EventSummaryMapProvided,Province
-112.83,52.8600000000001,1144,{6FEAB24C-3FD8-48D3-8F5C-ADDEDE7D60BD},2021/06/07 15:59:59+00,2021,Edberg,final_classification_completed,final_rating_completed,Visual Vortex (Unclassified),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Alberta,satellite,negligible_none,,,"Witness captured a photo of a vortex attached to cloud base north of Edberg (also seen from Camrose area), however nature of vortex contact with the surface is unclear as view was obscured. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,2021/10/06 02:12:55+00,lellio44,2021/10/06 02:12:55+00,lellio44,,,,,,1045,,,unknown,,,,7,June,1645,MDT,0,unknown,,Alberta
-112.76,52.4400000000001,1012,{7E6417E1-61AE-4F2D-8895-0C0E6422D83A},2021/06/07 15:59:59+00,2021,Buffalo Lake,final_classification_completed,final_rating_completed,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,satellite,negligible_none,yes,,Witness captured a photo of a vortex-funnel cloud aloft in the Buffalo Lake area. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage. Event time is estimated.,,2021/06/26 20:33:05+00,lellio44,2022/09/30 18:06:11+00,lellio44,vortex_funnel_cloud_aloft,,,,,1530,,,0,,,,7,June,2130,MDT,0,unknown,,Alberta
-82.2599999999999,42.3100000000001,1150,{190C1215-2255-4E6C-8A0A-F422B0F94F71},2021/06/08 15:59:59+00,2021,North Buxton,final_classification_completed,final_rating_completed,Visual Vortex (Unclassified),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Ontario,satellite,negligible_none,yes,,"Witnesses captured photos of a vortex attached to cloud base near North Buxton (also seen from Pain Court and Chatham), however nature of vortex contact with the surface is unclear as view was obscured to witnesses and in imagery provided. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,2021/10/07 01:35:13+00,lellio44,2021/10/07 01:35:13+00,lellio44,,,,,,1355,,,unknown,,,,8,June,1755,EDT,0,unknown,,Ontario
-81.336,43.7430000000001,992,{0AADE637-60C3-427C-8EAF-0F8B4B6E418A},2021/06/08 15:59:59+00,2021,Brussels,final_classification_completed,final_rating_completed,Downburst,"ntp_email_eg_ntpuwoca,facebook_eg_instant_weather",Damage area,Ontario,satellite,ef0,yes,,"Tree damage was reported west of Brussels following a storm developing in the area. Satellite imagery review revealed no visible damage. Event assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h. ",,2021/06/20 21:09:45+00,lellio44,2021/06/26 20:05:57+00,lellio44,,,,,115.0,1730,,C-T/DOD-3 (EXP),0,,,,8,June,2130,EDT,0,unknown,,Ontario
-124.77,49.8100000000001,979,{A288C4E8-4BC8-4F33-8601-191E6436AA93},2021/06/09 15:59:59+00,2021,Strait of Georgia (Harwood Island) (1),final_classification_completed,final_rating_completed,Tornado (Water),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated tornado location,British Columbia,satellite,default_ef0,yes,,"Witness in Comox captured video and photos of three concurrent non-supercell tornadoes over the Strait of Georgia, with additional photos captured by witnesses in Powell River and Courtenay. Witnesses indicate the tornadoes remained over water and did not impact any shoreline areas. Satellite imagery review did not reveal any visible damage.",,2021/06/10 22:19:00+00,lellio44,2022/02/04 13:37:37+00,lellio44,,,,,,545,,,0,concurrent_secondary,,,9,June,1245,PDT,0,unknown,,British Columbia
-124.81,49.83,980,{F5B39003-C74F-4591-8126-11E703E0060B},2021/06/09 15:59:59+00,2021,Strait of Georgia (Harwood Island) (2),final_classification_completed,final_rating_completed,Tornado (Water),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated tornado location,British Columbia,satellite,default_ef0,yes,,"Witness in Comox captured video and photos of three concurrent non-supercell tornadoes over the Strait of Georgia, with additional photos captured by witnesses in Powell River and Courtenay. Witnesses indicate the tornadoes remained over water and did not impact any shoreline areas. Satellite imagery review did not reveal any visible damage. (2 of 3 records)",,2021/06/10 22:19:02+00,lellio44,2022/02/04 13:37:54+00,lellio44,,,,,,545,,,0,concurrent_secondary,,,9,June,1245,PDT,0,unknown,,British Columbia
-124.82,49.84,981,{FD50F462-ED67-4183-8D9D-5ADB17638F0F},2021/06/09 15:59:59+00,2021,Strait of Georgia (Harwood Island) (3),final_classification_completed,final_rating_completed,Tornado (Water),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated tornado location,British Columbia,satellite,default_ef0,yes,,"Witness in Comox captured video and photos of three concurrent non-supercell tornadoes over the Strait of Georgia, with additional photos captured by witnesses in Powell River and Courtenay. Witnesses indicate the tornadoes remained over water and did not impact any shoreline areas. Satellite imagery review did not reveal any visible damage. (3 of 3 records)",,2021/06/10 22:19:04+00,lellio44,2022/02/04 13:37:34+00,lellio44,,,,,,545,,,0,concurrent_primary,,,9,June,1245,PDT,0,unknown,,British Columbia
-97.5542,49.0948000000001,983,{A64E5041-78E7-4EB5-846F-4FD5146B4EB1},2021/06/09 15:59:59+00,2021,Altona,final_classification_completed,final_rating_completed,Tornado (Land),"facebook_eg_instant_weather,eccc_eg_forwarded_report",Start of damage track,Manitoba,"satellite,ground,drone",ef0,yes,yes,"Structural, tree and vehicle damage was reported in Altona following a storm passing through the area. An NTP ground and drone survey was completed on June 10, 2021. A tornado was confirmed following analysis of the ground survey observations , eye-witness reports and video. Damage assessed as EF0, with an estimated max. wind speed of 120 km/h, track length of 1.69 km and max. path width of 50 m. Tornado motion was from the SSW (approx. 205 degrees). Satellite imagery review revealed no visible damage.",https://ntpopendata-westernu.opendata.arcgis.com/apps/altona-mb-june-9-2021-event-summary-map/explore,2021/06/11 20:05:29+00,lellio44,2022/12/05 17:48:21+00,jfulle32,,Roof damage (metal panels removed) to large shed,1.69,50.0,120.0,1234,QLCS,SBO/DOD-2 (EXP),unknown,,,205.0,9,June,1734,CDT,0,unknown,Yes,Manitoba
-93.9342,49.8508,1073,{53FCF132-D563-4DAC-8838-489DE0523BFA},2021/06/09 15:59:59+00,2021,Willard Lake (Kenora),final_classification_completed,final_rating_completed,Downburst,eccc_eg_forwarded_report,Damage area,Ontario,satellite,ef1,yes,,"Tree damage was reported at Willard Lake following a storm passing through the area. Satellite imagery review revealed tree damage from the east end of Willard Lake extending northward to Flegg Lake. Event assessed as EF1 downburst, with estimated max. wind speed of 145 km/h.",,2021/08/18 20:54:05+00,lellio44,2022/10/21 02:07:39+00,lellio44,,,,,145.0,1605,QLCS,C-T/DOD-5 (LB),unknown,,,,9,June,2105,CDT,0,unknown,,Ontario
-94.0957999999999,49.4077,984,{FEFA5CB4-ADDE-4395-8EC0-4BBBA4E9A70F},2021/06/09 15:59:59+00,2021,Sioux Narrows,final_classification_completed,final_rating_completed,Wind Damage (Unclassified),facebook_eg_instant_weather,Damage area,Ontario,satellite,ef0,yes,,"Structural and minor tree damage was reported in Sioux Narrows following a storm passing through  the area. Satellite imagery review revealed no visible damage. Evidence available is insufficient to confirm event type, and event is assessed as EF0 Unclassified Wind Damage, with an estimated max. wind speed of 130 km/h. ",,2021/06/13 15:13:42+00,lellio44,2021/07/22 17:54:47+00,lellio44,,,,,130.0,1540,,SRB/DOD-4 (LB),0,,,,9,June,2040,CDT,0,unknown,,Ontario
-99.45,49.5400000000001,1151,{2394C292-3F21-429C-8779-28171A926465},2021/06/09 15:59:59+00,2021,Glenboro,final_classification_completed,final_rating_completed,Visual Vortex (Unclassified),facebook_eg_instant_weather,Estimated event location,Manitoba,satellite,negligible_none,,,"Witnesses captured photos of a vortex attached to cloud base in the Glenboro area (seen from Belmont and Treesbank), however nature of vortex contact with the surface is unclear as view was obscured to witnesses and in imagery provided. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.
 ",,2021/10/07 01:40:11+00,lellio44,2021/10/07 01:40:11+00,lellio44,,,,,,1530,,,unknown,,,,9,June,2030,CDT,0,unknown,,Manitoba
-105.3938,49.635,1048,{D7845381-C0CF-4A6D-8BFD-5A997F73D7C8},2021/06/10 15:59:59+00,2021,Ormiston,final_classification_completed,final_rating_completed,Wind Damage (Unclassified),twitter_eg_ntp_hashtag,Damage area,Saskatchewan,satellite,ef0,yes,,"Isolated grain bin damage reported near Orminston. Event time estimated based on radar imagery review. Satellite imagery review revealed no visible damage. Evidence available is insufficient to confirm event type, and event is assessed as EF0 Unclassified Wind Damage, with an estimated max. wind speed of 90 km/h. ",,2021/07/27 12:44:52+00,lellio44,2022/10/21 02:06:11+00,lellio44,,,,,90.0,650,,C-GSFB/DOD-1 (LB),unknown,,,,10,June,1250,CST,0,unknown,,Saskatchewan
-124.7,49.8100000000001,987,{E34E0BE7-8951-4A6D-86D3-E81959AA7F6C},2021/06/10 15:59:59+00,2021,Strait of Georgia (Harwood Island) (2),final_classification_completed,final_rating_completed,Tornado (Water),facebook_eg_instant_weather,Estimated tornado location,British Columbia,satellite,default_ef0,yes,,"Witness in Courtenay captured photos of two concurrent non-supercell tornadoes over the Strait of Georgia near Harwood Island, with additional photos captured by a witness in Powell River. Witnesses indicate the tornadoes remained over water and did not impact any shoreline areas. Satellite imagery review did not reveal any visible damage.",,2021/06/18 21:33:30+00,lellio44,2022/02/04 13:37:57+00,lellio44,,,,,,625,,,0,concurrent_primary,,,10,June,1325,PDT,0,unknown,,British Columbia
-124.7,49.8000000000001,986,{52C8B3EB-7F1A-4286-8C65-1F43E4C4502F},2021/06/10 15:59:59+00,2021,Strait of Georgia (Harwood Island) (1),final_classification_completed,final_rating_completed,Tornado (Water),facebook_eg_instant_weather,Estimated tornado location,British Columbia,satellite,default_ef0,yes,,"Witness in Courtenay captured photos of two concurrent non-supercell tornadoes over the Strait of Georgia near Harwood Island, with additional photos captured by a witness in Powell River. Witnesses indicate the tornadoes remained over water and did not impact any shoreline areas. Satellite imagery review did not reveal any visible damage.",,2021/06/18 21:33:17+00,lellio44,2022/02/04 13:38:00+00,lellio44,,,,,,625,,,0,concurrent_secondary,,,10,June,1325,PDT,0,unknown,,British Columbia
-81.1589999999999,43.0960000000001,1298,{7E7A302F-F391-46A3-8E46-8E67FB11A56D},2021/06/11 17:00:00+00,2021,Thorndale,final_classification_completed,final_rating_completed,Tornado (Land),facebook_eg_instant_weather,Estimated tornado location,Ontario,satellite,default_ef0,yes,,"Witness captured photos of a landspout tornado in Thorndale, where it persisted for more than 10 minutes in the yard of an industrial area. No damage was reported and satellite imagery review revealed no visible damage. Information available insufficient to accurately estimate track length, max. path width and tornado motion.",,2021/12/01 19:34:45+00,lellio44,2022/02/04 13:53:29+00,lellio44,,,,,,1715,Landspout,,0,,,,11,June,2115,EDT,0,unknown,,Ontario
-82.6829999999999,42.092,1165,{C038FED3-2224-4F0A-8C9B-2B3DD9E5B30E},2021/06/14 15:59:59+00,2021,Ruthven,final_classification_completed,final_rating_completed,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Ontario,satellite,negligible_none,yes,,Security camera captured video of a gustnado reported by a witness near Ruthven. No damage reported and satellite imagery review revealed no visible damage.,,2021/10/13 14:11:33+00,lellio44,2021/10/13 14:11:33+00,lellio44,gustnado,,,,,1635,,,0,,,,14,June,2035,EDT,0,unknown,,Ontario
-79.7789999999999,42.547,988,{974D93F4-118B-404A-8BB1-3AFA872C44DA},2021/06/14 15:59:59+00,2021,L. Erie (Long Point),final_classification_completed,final_rating_completed,Tornado (Water),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated tornado location,Ontario,,default_ef0,,,"Witness aboard a boat captured photos of a tornado over Lake Erie, east of Long Point, ON. No damage reported.",,2021/06/18 21:33:53+00,lellio44,2022/08/24 16:15:03+00,lellio44,,,,,,2020,,,0,,,,14,June,20,EDT,0,unknown,,Ontario
-82.16,42.47,1152,{6D21EE36-70A6-4341-89C0-51A80D71ED68},2021/06/14 15:59:59+00,2021,Louisville,final_classification_completed,final_rating_completed,Visual Vortex (Unclassified),twitter_eg_ntp_hashtag,Estimated event location,Ontario,satellite,negligible_none,yes,,"Witnesses captured photos of a vortex attached to cloud base in the Louisville area, however nature of vortex contact with the surface is unclear as view was obscured to witnesses and in imagery provided. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,2021/10/07 01:48:43+00,lellio44,2021/10/07 01:48:43+00,lellio44,,,,,,1445,,,unknown,,,,14,June,1845,EDT,0,unknown,,Ontario
-108.2979,51.5194000000001,996,{D86E2BDA-DD07-46D1-8529-FBE0793FD0A2},2021/06/15 15:59:59+00,2021,McGee (North),final_classification_completed,final_rating_completed,Tornado (Land),"twitter_eg_ntp_hashtag,other",Start of damage track,Saskatchewan,satellite,default_ef0,yes,,"Witnesses captured video and photos of two concurrent tornadoes in the McGee area. The first tornado developed north of McGee, with a second tornado developing a few minutes later south of McGee. No damage was reported. Satellite imagery review revealed a damage path through cropland from the McGee (North) tornado, with a track length of 1.58 km and max. path width of 120 m. Tornado motion was from the S (approx. 180 degrees). As no damage indicators were impacted, EF-Scale assessment is default EF0. Satellite imagery review did not reveal any visible damage associated with the McGee (South) default EF0 tornado.",,2021/06/23 18:19:20+00,lellio44,2022/05/09 14:21:17+00,lellio44,,Crop damage visible during satellite imagery review,1.58,120.0,,1828,Landspout,,unknown,concurrent_primary,,180.0,15,June,28,CST,0,unknown,,Saskatchewan
-108.207,51.4750000000001,995,{B776F6AF-112A-44C8-8B89-5ABBEDEB160E},2021/06/15 15:59:59+00,2021,McGee (South),final_classification_completed,final_rating_completed,Tornado (Land),"twitter_eg_ntp_hashtag,other",Estimated tornado location,Saskatchewan,satellite,default_ef0,yes,,"Witnesses captured video and photos of two concurrent tornadoes in the McGee area. The first tornado developed north of McGee, with a second tornado developing a few minutes later south of McGee.  As no damage was reported and satellite imagery review revealed no visible damage for the southern tornado, the EF-Scale assessment is default EF0. Information available insufficient to accurately estimate track length, max. path width and tornado motion.",,2021/06/23 18:19:18+00,lellio44,2022/05/09 14:21:15+00,lellio44,,,,,,1834,Landspout,,0,concurrent_secondary,,,15,June,34,CST,0,unknown,,Saskatchewan
-108.6513,51.5127000000001,997,{D1BC1A81-A6F1-45DC-8D6B-AE9486FA263A},2021/06/15 15:59:59+00,2021,D'Arcy,final_classification_completed,final_rating_completed,Tornado (Land),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather,other",Start of damage track,Saskatchewan,satellite,ef0,yes,,"Witnesses captured video and photos of a tornado north of D'Arcy. Satellite imagery review revealed a damage path through cropland, with a track length of 5.02 km and max. path width of 170 m. Tornado motion was from the SW (approx. 220 degrees). Minor damage at a farm property was assessed as EF0, with an estimated max. wind speed of 90 km/h.",,2021/06/23 18:19:22+00,lellio44,2022/05/09 14:21:21+00,lellio44,,,5.02,170.0,90.0,1736,Supercell,C-FSGB/DOD-1 (EXP),0,,,220.0,15,June,2336,CST,0,unknown,,Saskatchewan
-72.89,45.58,1090,{129DCFC5-51CF-4CC7-831F-D100680C27F5},2021/06/15 15:59:59+00,2021,Saint-Dominique,final_classification_completed,final_rating_completed,Visual Vortex (Unclassified),facebook_eg_instant_weather,Estimated event location,Quebec,satellite,negligible_none,,,"Witnesses captured photos of a vortex attached to cloud base near Saint-Dominique, however nature of vortex contact with the surface is unclear as view was obscured in imagery provided. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,2021/09/03 12:50:26+00,lellio44,2022/09/14 21:07:10+00,lellio44,,,,,,1545,,,0,,,,15,June,1945,EDT,0,unknown,,Québec
-113.999,52.3750000000001,1050,{FAC0B67E-9717-4E2B-84B9-84D29B1B6C11},2021/06/15 15:59:59+00,2021,Sylvan Lake,final_classification_completed,final_rating_completed,Downburst,facebook_eg_instant_weather,Damage area,Alberta,satellite,ef0,yes,,"Structural and tree damage was reported following a storm passing through the Sylvan Lake area. Satellite imagery review revealed no visible damage attributable to strong winds (hail damage to crops was visible). Damage assessed as EF0 downburst, with an estimated max. wind speed of 125 km/h.",,2021/07/27 13:30:12+00,lellio44,2021/07/27 13:30:12+00,lellio44,,,,,125.0,1020,,SBO/DOD-5 (LB),unknown,,,,15,June,1620,MDT,0,unknown,,Alberta
-107.6995,51.6482,1069,{DA4DEA1E-8E48-4484-8227-CFCCEE4F0DA4},2021/06/15 15:59:59+00,2021,Zealandia,final_classification_completed,final_rating_completed,Downburst,twitter_eg_ntp_hashtag,Damage area,Saskatchewan,satellite,ef1,yes,,"Damage reported near Zealandia following a storm passing through, including snapped power poles, tree damage and a collapsed coverall. Satellite imagery review revealed no visible damage. Event assessed as EF1 downburst, with estimated max. wind speed of 145 km/h.",,2021/08/18 20:41:44+00,lellio44,2021/08/18 20:41:44+00,lellio44,,,,,145.0,1855,QLCS,C-ETL/DOD-4 (LB),0,,,,15,June,55,CST,0,unknown,,Saskatchewan
-113.55,51.6100000000001,1088,{7B68A5A6-82F6-4FDB-8D95-A208FA77130A},2021/06/15 15:59:59+00,2021,Linden,final_classification_completed,final_rating_completed,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,,negligible_none,,,Witnesses captured photos of a vortex-funnel cloud aloft west of Linden (south of Sunnyslope). No evidence of vortex contact with the surface and no damage reported.,,2021/09/03 12:50:22+00,lellio44,2022/09/30 18:06:11+00,lellio44,vortex_funnel_cloud_aloft,,,,,1905,,,0,,,,15,June,105,MDT,0,unknown,,Alberta
-73.2909999999999,45.3190000000001,1089,{82E32D8F-1418-4177-8992-A77E1CAB2642},2021/06/15 15:59:59+00,2021,Saint-Jean-sur-Richelieu,final_classification_completed,final_rating_completed,Visual Vortex (Unclassified),facebook_eg_instant_weather,Estimated event location,Quebec,satellite,negligible_none,,,"Witnesses captured video and photos of a vortex attached to cloud base in Saint-Jean-sur-Richelieu, however nature of vortex contact with the surface is unclear as view was obscured in imagery provided. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,2021/09/03 12:50:24+00,lellio44,2022/09/14 21:07:28+00,lellio44,,,,,,1605,,,0,,,,15,June,2005,EDT,0,unknown,,Québec
-67.4929999999999,46.797,1091,{945E3579-9198-4204-8E0A-2F175BA20C88},2021/06/19 15:59:59+00,2021,Arthurette,final_classification_completed,final_rating_completed,Visual Vortex (Unclassified),twitter_eg_ntp_hashtag,Estimated event location,New Brunswick,satellite,negligible_none,yes,,"Witnesses captured video of a vortex attached to cloud base near Arthurette, however nature of vortex contact with the surface is unclear as view was obscured in imagery provided. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,2021/09/03 12:50:27+00,lellio44,2022/09/14 21:06:12+00,lellio44,,,,,,1930,,,0,,,,19,June,2230,ADT,0,unknown,,New Brunswick / Nouveau-Brunswick
-71.2179,46.5174000000001,1001,{9A5AEC67-959B-41B3-895E-A28DCF7E6AE5},2021/06/21 15:59:59+00,2021,Saint-Narcisse-de-Beaurivage,final_classification_completed,final_rating_completed,Tornado (Land),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Start of damage track,Quebec,"satellite,ground,drone",ef1,yes,yes,"Structural and tree damage were reported following a storm passing through the Saint-Narcisse-de-Beaurivage area. No casualties were reported. An NTP ground and drone survey was completed June 23, 2021. Damage assessed as EF1 tornado, with an estimated max. wind speed of 150 km/h, track length of 2.37 km and max. path width of 50 m. Tornado motion was from the WSW (approx. 255 degrees). Satellite imagery review revealed no visible damage.",https://ntpopendata-westernu.opendata.arcgis.com/apps/saint-narcisse-de-beaurivage-qc-june-21-2021-event-summary-map/explore,2021/06/25 15:30:24+00,lellio44,2022/12/05 17:48:21+00,jfulle32,,Destruction of a barn (with rotted structure) and large shed (with sub-standard anchoring to concrete foundation),2.37,50.0,150.0,1650,Supercell,SBO/DOD-8 (LB),unknown,,,255.0,21,June,2050,EDT,0,unknown,Yes,Québec
-73.6222,45.7436000000001,994,{FF05019F-0823-4418-88E7-BEBF72DAD1A4},2021/06/21 15:59:59+00,2021,Mascouche,final_classification_completed,final_rating_completed,Tornado (Land),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Start of damage track,Quebec,"satellite,ground,drone",ef2,,,"Several witnesses captured video of a tornado in Mascouche, where damage to structures and trees occurred. One fatality and two injuries were reported in a residential area. An NTP ground and drone survey was completed June 22-23, 2021. Damage assessed as EF2 tornado, with an estimated max. wind speed of 180 km/h, track length of 6.53 km and max. path width of 250 m. Tornado motion was from the WSW  (approx. 240 degrees). Satellite imagery review revealed some tree and crop damage along the tornado track.",https://ntpopendata-westernu.opendata.arcgis.com/apps/mascouche-qc-june-21-2021-event-summary-map/explore,2021/06/22 21:24:35+00,lellio44,2022/12/05 17:48:21+00,jfulle32,,,6.53,250.0,180.0,1544,Supercell,FR12/DOD-6 (LB+),2,,,240.0,21,June,1944,EDT,1,unknown,Yes,Québec
-72.7551999999999,46.5411,1004,{D3CE2E2C-FA1D-42C1-805A-0ECB1D5BDD4B},2021/06/21 15:59:59+00,2021,Shawinigan,final_classification_completed,final_rating_completed,Wind Damage (Unclassified),facebook_eg_instant_weather,Damage area,Quebec,satellite,ef1,yes,,"A storm caused isolated structural damage at a hotel and tree damage nearby. Satellite imagery review revealed no visible signs of damage. Evidence available is insufficient to confirm event type, and event is assessed as EF1 Unclassified Wind Damage, with an estimated max. wind speed of 155 km/h.
",,2021/06/26 00:39:17+00,lellio44,2021/08/18 19:45:54+00,lellio44,,,,,155.0,2200,QLCS,M/DOD-4 (EXP),0,,,,21,June,200,EDT,0,unknown,,Québec
-73.1251999999999,45.2423000000001,1003,{6FFF156A-F52C-4C34-851A-C25F1CE6F8B9},2021/06/21 15:59:59+00,2021,Saint-Alexandre,final_classification_completed,final_rating_completed,Downburst,facebook_eg_instant_weather,Damage area,Quebec,"satellite,ground,drone",ef1,yes,yes,"Tree and structural damage was reported following a storm passing through the Saint-Alexandre area. No casualties reported. An NTP ground and drone survey was completed June 24, 2021. Damage assessed as EF1 downburst, with an estimated max. wind speed of 150 km/h. Satellite imagery review revealed some isolated tree damage.",https://ntpopendata-westernu.opendata.arcgis.com/apps/saint-alexandre-qc-june-21-2021-event-summary-map/explore,2021/06/25 15:30:29+00,lellio44,2022/12/05 17:48:21+00,jfulle32,,,,,150.0,1545,,C-T/DOD-4 (EXP),unknown,,,,21,June,1945,EDT,0,unknown,Yes,Québec
-73.3403,45.1295000000001,999,{61FF34C4-59D5-4FD5-82B7-B2357E43CC0A},2021/06/21 15:59:59+00,2021,Saint-Valentin,final_classification_completed,final_rating_completed,Tornado (Land),facebook_eg_instant_weather,Start of damage track,Quebec,"satellite,ground,drone",ef0,yes,yes,"Tree damage was reported following a storm passing through the Saint-Valentin area. No casualties were reported. An NTP ground and drone survey was completed June 24, 2021. Damage assessed as EF0 tornado, with an estimated max. wind speed of 115 km/h, track length of 3.07 km and max. path width of 50 m. Tornado motion was from the W (approx. 275 degrees). Satellite imagery review revealed no visible damage.",https://ntpopendata-westernu.opendata.arcgis.com/apps/saint-valentin-qc-june-21-2021-event-summary-map/explore,2021/06/25 15:30:20+00,lellio44,2022/12/05 17:48:21+00,jfulle32,,Trees snapped/uprooted,3.07,50.0,115.0,1535,Supercell,C-T/DOD-3 (EXP),unknown,,,270.0,21,June,1935,EDT,0,unknown,Yes,Québec
-73.7363999999999,45.2173000000001,1002,{1B5CF2C2-0C6D-4BAE-8F2A-17701128A764},2021/06/21 15:59:59+00,2021,Saint-Urbain-Premier,final_classification_completed,final_rating_completed,Downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Quebec,"satellite,ground,drone",ef1,yes,yes,"Tree and structural damage was reported following a storm passing through the Saint-Urbain-Premier area. No casualties reported. An NTP ground and drone survey was completed June 24, 2021. Damage assessed as EF1 downburst, with an estimated max. wind speed of 150 km/h. Satellite imagery review did not reveal any visible damage.",https://ntpopendata-westernu.opendata.arcgis.com/apps/saint-urbain-premier-qc-june-21-2021-event-summary-map/explore,2021/06/25 15:30:25+00,lellio44,2022/12/05 17:48:21+00,jfulle32,,"Destroyed barn, with poor connections to foundation (foundation was series of concrete columns in ground; only method of attachment was a single piece of straight rebar through the sill plate set into the concrete)",,,150.0,1440,Supercell,SBO/DOD-8 (EXP),unknown,,,,21,June,1840,EDT,0,unknown,Yes,Québec
-71.0227,46.41,1124,{1BDD3A95-5CFD-47F3-8640-AE62AB142F03},2021/06/21 15:59:59+00,2021,Sainte-Marie,final_classification_completed,final_rating_completed,Tornado (Land),ntp_email_eg_ntpuwoca,Start of damage track,Quebec,satellite,ef0,yes,,"Witnesses reported a brief tornado south of Sainte-Marie (east of Saint-Elzéar) and captured video of the rain-wrapped circulation. Isolated tree damage was reported in this area and satellite imagery review confirmed a short path of weak damage. Damage assessed as EF0 tornado, with an estimated max. wind speed of 130 km/h, track length of 0.68 km and max. path width of 310 m. Tornado motion was from the W (approx. 275 degrees).",,2021/09/25 15:40:23+00,lellio44,2022/05/09 14:21:49+00,lellio44,,,0.68,310.0,130.0,1815,QLCS,C-T/DOD-4 (LB+),0,,,275.0,21,June,2215,EDT,0,unknown,,Québec
-72.1643,46.0697000000001,1126,{EBB207D5-073E-4469-84D2-F9F00C6A623F},2021/06/21 15:59:59+00,2021,Saint-Samuel,final_classification_completed,final_rating_completed,Downburst,storm_track_of_interest_eg_base,Damage area,Quebec,satellite,ef1,yes,,"Tree damage was discovered east of Saint-Samuel during satellite imagery review of a storm track of interest. Event assessed as an EF1 downburst, with estimated max. wind speed of 145 km/h.",,2021/09/25 16:02:34+00,lellio44,2021/09/25 17:17:59+00,lellio44,,,,,145.0,1610,Supercell,C-T/DOD-5 (LB),unknown,,,,21,June,2010,EDT,0,unknown,,Québec
-72.4093,45.9454000000001,1125,{8D6B92B8-BEA2-4737-8E0E-855B8840BF51},2021/06/21 15:59:59+00,2021,Saint-Cyrille-de-Wendover,final_classification_completed,final_rating_completed,Wind Damage (Unclassified),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Quebec,satellite,ef1,yes,,"Several power poles were snapped northeast of Saint-Cyrille-de-Wendover following a storm passing through the area. Satellite imagery review revealed no visible damage. Evidence available is insufficient to confirm event type, and event is assessed as EF1 Unclassified Wind Damage, with an estimated max. wind speed of 145 km/h.
 ",,2021/09/25 15:55:00+00,lellio44,2021/09/25 15:55:00+00,lellio44,,,,,145.0,1550,Supercell,C-ETL/DOD-4 (LB),unknown,,,,21,June,1950,EDT,0,unknown,,Québec
