Organization,Program,2017-18 - Expenditures,2018-19 - Expenditures,2019-20 - Expenditures,2020-21 - Expenditures,2021-22 - Expenditures,2023-24 - Planned Spending,2024-25 - Planned Spending,2025-26 - Planned Spending
Canadian Heritage,Sport,219441888.47,0,0,0,0,0,0,0
Canadian Heritage,Arts,202744700.05,0,0,0,0,0,0,0
Canadian Heritage,Cultural Industries,309422120.61,0,0,0,0,0,0,0
Canadian Heritage,Heritage,38214752.76,0,0,0,0,0,0,0
Canadian Heritage,Attachment to Canada,196597780.98,0,0,0,0,0,0,0
Canadian Heritage,Engagement and Community Participation,83469518.64,0,0,0,0,0,0,0
Canadian Heritage,Official Languages,364304521.15,0,0,0,0,0,0,0
Canadian Heritage,Arts,0,151176359.42,167195001.82,169208309.59,243231331.95,167112854,158086683,158199005
Canadian Heritage,Cultural Marketplace Framework,0,25663314.6,29953414.62,33856219.18,36848808.03,25492081,25094591,13193810
Canadian Heritage,Cultural Industries Support and Development,0,309568560.01,345704645.19,608352454.55,506066042.22,388753744,305017747,292258750
Canadian Heritage,"National Celebrations, Commemorations and Symbols",0,47113142.91,47914480.55,46369226.09,38512572.1,50280386,40276776,40295502
Canadian Heritage,Community Engagement and Heritage,0,22620621.73,29645757.43,35476640.76,42521903.95,29756004,22691140,22703760
Canadian Heritage,Preservation of and Access to Heritage,0,35921675.08,37109091.3,75130778.67,82980000.84,51259865,40145174,33362533
Canadian Heritage,Learning About Canadian History,0,14993734.58,9190872.21,5080587.24,6212623.31,4342051,4207583,4209192
Canadian Heritage,Sport Development and High Performance,0,228061686.93,243114183.05,321270920.92,285863287.48,264497322,237180444,233447336
Canadian Heritage,Multiculturalism and Anti-Racism,0,18401310.58,38906939.7,25132128.57,36213009.39,27330560,17154396,17162991
Canadian Heritage,Human Rights,0,6339993.12,6417006.4,7490186.93,7352566.31,6312989,6313161,6313887
Canadian Heritage,Indigenous Languages and Cultures,0,46494997.42,57690720.06,61981976.01,112969336.23,264991924,171009287,139473196
Canadian Heritage,Youth Engagement,0,25039554.24,29975037.76,13133475.88,15611501.26,24069002,23930345,23728916
Canadian Heritage,Official Languages,0,392962335.62,423334497.82,462296618.79,491573180.93,552774917,457607688,451041083
Canadian Heritage,Internal Services,84871350.09,0,0,0,0,0,0,0
Canadian Heritage,Management and Oversight Services,0,30205044.52,31998995.19,34867180.35,36632384.73,29016084,29456050,29139680
Canadian Heritage,Communications Services,0,11518148.06,11815254.06,13742434.49,13120260.41,11775733,11689231,11633541
Canadian Heritage,Legal Services,0,2402761.16,1788624.26,2180310.19,2619932.66,805481,633148,633148
Canadian Heritage,Human Resources Management Services,0,10789224.97,10547455.8,11032309.67,11446517.4,11741219,11541751,11376946
Canadian Heritage,Financial Management Services,0,6711018.82,6848859.35,7242858.67,9545330.48,8211349,7020969,7577328
Canadian Heritage,Information Management Services,0,5055050.94,4116329.24,6953825.6,2916233.73,1939074,1796792,1789586
Canadian Heritage,Information Technology Services,0,12594954,11790098.43,15136243.38,18671270.1,13327284,12444831,12400533
Canadian Heritage,Real Property Management Services,0,4143149.57,3876944.9,4378623.14,4097723.19,4484741,4475760,4479960
Canadian Heritage,Materiel Management Services,0,338697.79,664643.85,491602.43,614711.47,551641,490968,519338
Canadian Heritage,Acquisition Management Services,0,1448884.9,976097.65,737334.97,913649.6,1276204,1135840,1201473
Canadian Human Rights Commission,Promotion Program,4710337.63,3891880.01,3954621.82,4515622.61,5281354.83,5808799,4760372,4666737
Canadian Human Rights Commission,Protection Program,9035217.87,10343568.59,10549682.17,11855772.66,12613874.77,11812770,11247749,11055149
Canadian Human Rights Commission,Audit Program,1152417.95,1200627.64,2180247.47,4425403.59,7143054.38,11365153,10685079,10315414
Canadian Human Rights Commission,Internal Services,8009321.8,7276769.38,8357261.55,10202360.2,10748566.06,10755953,8856618,8640251
"Immigration, Refugees and Citizenship Canada",Family and Discretionary Immigration,58390608.26,0,0,0,0,0,0,0
"Immigration, Refugees and Citizenship Canada",Health Protection,133352834.08,0,0,0,0,0,0,0
"Immigration, Refugees and Citizenship Canada",Migration Control and Security Management,135099334.27,0,0,0,0,0,0,0
"Immigration, Refugees and Citizenship Canada",Visitors,0,125817865.67,142281381.4,92522938.46,123329957.58,179412026,196199569,181332322
"Immigration, Refugees and Citizenship Canada",International Students,0,30089450.48,38996147.49,38169128.98,47493536.15,56176096,55712843,57796306
"Immigration, Refugees and Citizenship Canada",Temporary Workers,0,55483563.5,78839328.25,68028468.67,60412655.24,76938617,74505526,76945460
"Immigration, Refugees and Citizenship Canada",Federal Economic Immigration,0,48283466.36,54610535.1,61038672.78,84447037.78,85450254,83384743,86671177
"Immigration, Refugees and Citizenship Canada",Regional Economic Immigration,0,25049657.39,24669753.08,27157000.77,37682220.71,53954342,52546355,52748769
"Immigration, Refugees and Citizenship Canada",Family Reunification,0,59451998.02,61958057.38,62388970.06,77773495.9,80443434,80205229,76983212
"Immigration, Refugees and Citizenship Canada",Humanitarian/Compassionate and Discretionary Immigration,0,12991417.67,14082531.05,17817089.53,19206233.92,29737088,27462197,25848429
"Immigration, Refugees and Citizenship Canada",Refugee Resettlement,0,189066173.32,211277871.39,137345271.66,296955738,790327693,352795744,223593988
"Immigration, Refugees and Citizenship Canada",Asylum,0,164595658.52,566324383.43,440063571.2,404148798.38,582385304,212839061,197487147
"Immigration, Refugees and Citizenship Canada",Settlement,0,1356204033.12,1401916705.26,1488169551.98,1585362874.91,1875992554,1856310360,1851898958
"Immigration, Refugees and Citizenship Canada",Citizenship,0,65943732.86,66823641.63,83300128.27,77389508.49,83327669,86749044,90727322
"Immigration, Refugees and Citizenship Canada",Passport,0,-14158031.23,101307640.56,307079051.53,251457202.04,6582537,-55070725,-9654338
"Immigration, Refugees and Citizenship Canada",Passport,-236352341.16,0,0,0,0,0,0,0
"Immigration, Refugees and Citizenship Canada",Internal Services,267484298.63,0,0,0,0,0,0,0
"Immigration, Refugees and Citizenship Canada",Management and Oversight Services,0,65816194.1,53468805.76,60190685.58,65994259.72,68166672,61507755,57910169
"Immigration, Refugees and Citizenship Canada",Communications Services,0,20444059.63,19846733.2,23242691.62,25774291.1,31759430,27008644,26233894
"Immigration, Refugees and Citizenship Canada",Legal Services,0,11826932.31,15684866.5,14665871.27,25852790.7,35273936,35209680,30343058
"Immigration, Refugees and Citizenship Canada",Human Resources Management Services,0,29532816.08,31655134.04,37205928.79,38817219.49,57961461,53789099,50871834
"Immigration, Refugees and Citizenship Canada",Financial Management Services,0,27125521.09,30564350.32,38070997.63,35573948.75,48673031,44665352,42464105
"Immigration, Refugees and Citizenship Canada",Information Management Services,0,5304022.53,7434743.2,8726111.04,9900941.95,17622791,15726713,12803783
"Immigration, Refugees and Citizenship Canada",Information Technology Services,0,93517897.6,107857515.52,126803089.26,163000436.75,279012357,161772778,126370281
"Immigration, Refugees and Citizenship Canada",Real Property Management Services,0,28163691.71,28203363.56,24709899.51,17861844.91,45981378,45753551,36960247
"Immigration, Refugees and Citizenship Canada",Materiel Management Services,0,2215752.8,2003749.43,1864984.36,1464664.31,1522871,1534189,1522019
"Immigration, Refugees and Citizenship Canada",Acquisition Management Services,0,1092883.1,792282.53,1011947.51,1373622.78,1991131,2008873,1902166
"Immigration, Refugees and Citizenship Canada",Permanent Economic Residents,51146639.5,0,0,0,0,0,0,0
"Immigration, Refugees and Citizenship Canada",Temporary Economic Residents,46220065.33,0,0,0,0,0,0,0
"Immigration, Refugees and Citizenship Canada",Refugee Protection,45897911.58,0,0,0,0,0,0,0
"Immigration, Refugees and Citizenship Canada",Newcomer Settlement and Integration,1334790970.12,0,0,0,0,0,0,0
"Immigration, Refugees and Citizenship Canada",Citizenship for Newcomers and All Canadians,70921869.83,0,0,0,0,0,0,0
"Immigration, Refugees and Citizenship Canada",Canadian Influence in International Migration and Integration Agenda,10296722.03,0,0,0,0,0,0,0
Canadian Intergovernmental Conference Secretariat,Conference Services,4084660.56,0,0,0,0,0,0,0
Canadian Intergovernmental Conference Secretariat,Conference Services,0,3990884.01,4125600.91,3369648.69,3252060.75,4263834,4263834,4263834
Canadian Intergovernmental Conference Secretariat,Internal Services,1289066.39,0,0,0,0,0,0,0
Canadian Intergovernmental Conference Secretariat,Internal Services,0,1279689.53,1300008.07,1295594.19,1641713.92,1827357,1827357,1827357
Canadian Institutes of Health Research,Investigator-Initiated Health Research,725112603.09,0,0,0,0,0,0,0
Canadian Institutes of Health Research,Priority-Driven Health Research,343404250.45,0,0,0,0,0,0,0
Canadian Institutes of Health Research,Investigator-Initiated Research,0,748228982.69,781767803.46,859661436.8,848077595.39,833594982,831979898,829209278
Canadian Institutes of Health Research,Training and Career Support,0,60085963.09,63867129.77,70150951.72,64663940.26,73658976,76839821,76789255
Canadian Institutes of Health Research,Research in Priority Areas,0,309278978.54,322894425.72,540281992.57,436030213.33,402610462,383796654,305868299
Canadian Institutes of Health Research,Internal Services,28644331.1,0,0,0,0,0,0,0
Canadian Institutes of Health Research,Management and Oversight Services,0,8175728.83,9900576.69,10261518.87,10965616.76,13641656,13904145,12801633
Canadian Institutes of Health Research,Communications Services,0,4836166.75,4797054.54,4813748.74,5529990.59,6269899,6415096,5933195
Canadian Institutes of Health Research,Legal Services,0,224392.06,275778.2,201498.13,0,0,0,0
Canadian Institutes of Health Research,Human Resources Management Services,0,2854869.54,3252983.37,3154489.4,4326836.54,4083154,4170210,3930605
Canadian Institutes of Health Research,Financial Management Services,0,3011304.12,3394207.92,3236533.06,3245325.97,4454244,4485084,4212395
Canadian Institutes of Health Research,Information Management Services,0,1260694.04,1823642.22,2132968.81,2220442.66,2121504,2230624,2149820
Canadian Institutes of Health Research,Information Technology Services,0,10611780.53,8098056.93,8132465.93,7814287.43,7310365,7831347,7432388
Canadian Institutes of Health Research,Real Property Management Services,0,1628064.37,1266003.37,840016.18,808714.82,2922115,1118819,1047726
Canadian Institutes of Health Research,Materiel Management Services,0,261848,325842.18,223057.07,196553.55,158688,167929,161122
Canadian Institutes of Health Research,Acquisition Management Services,0,468354.94,387348.95,370882.64,419747.22,814736,871536,799902
Canadian Museum of History,Canadian Museum of History,74013063,0,0,0,0,0,0,0
Canadian Museum of History,Canadian Museum of History,0,76246579,75728888,81526259,84700406,73251251,73251251,73251251
Canada Mortgage and Housing Corporation,Market Analysis Information,26963923.79,0,0,0,0,0,0,0
Canada Mortgage and Housing Corporation,"Housing Policy, Research and Information Transfer",38506576.64,0,0,0,0,0,0,0
Canada Mortgage and Housing Corporation,Assistance for housing needs,0,1945677797.72,1864981221,2869840191.95,3479275143.94,2466980410,2466980410,2466980410
Canada Mortgage and Housing Corporation,Financing for housing,0,37528853.58,214889871.33,2513790422.6,422990999.91,2430015126,2430015126,2430015126
Canada Mortgage and Housing Corporation,Housing expertise and capacity development,0,103231003.29,135800646.7,146869345.22,140264244.59,208142512,208142512,208142512
Canada Mortgage and Housing Corporation,Funding Under Long-Term Commitments for Existing Social Housing,1640302630.54,0,0,0,0,0,0,0
Canada Mortgage and Housing Corporation,Funding for New Commitments of Affordable Housing,891609672.41,0,0,0,0,0,0,0
Canada Mortgage and Housing Corporation,Housing Support,91856770.24,0,0,0,0,0,0,0
Canadian Museum for Human Rights,Canadian Museum for Human Rights,25352335,0,0,0,0,0,0,0
Canadian Museum for Human Rights,Canadian Museum for Human Rights,0,25335980,26954953,29187388,29336716,25458013,25458013,25458013
Canadian Museum of Immigration at Pier 21,Canadian Museum of Immigration at Pier 21,7962724,0,0,0,0,0,0,0
Canadian Museum of Immigration at Pier 21,Canadian Museum of Immigration at Pier 21,0,8241303,7905183,10606268,9546694,8111694,8111694,8111694
Canadian Museum of Nature,Canadian Museum of Nature,33268608,0,0,0,0,0,0,0
Canadian Museum of Nature,Canadian Museum of Nature,0,31115297,29196950,34903027,35681183,27718568,27718568,27718568
Canadian Northern Economic Development Agency,Community Development,0,13687915.83,18308568.69,18917761.66,24599717.35,21731622,18344214,18344214
Canadian Northern Economic Development Agency,Business Development,0,22112023.69,36921593.79,68732301.55,50647678.52,46424310,21702918,21702918
Canadian Northern Economic Development Agency,Policy and Advocacy,0,1675616.84,2024569.65,2331866.71,2682076.62,2978469,2540259,2540259
Canadian Northern Economic Development Agency,Northern Projects Management,0,1752008.22,2155680.78,2190244.33,2362729.79,2623831,2237797,2237797
Canadian Northern Economic Development Agency,Economic Development,44159717.24,0,0,0,0,0,0,0
Canadian Northern Economic Development Agency,Policy and Alignment,3780870.77,0,0,0,0,0,0,0
Canadian Northern Economic Development Agency,Internal Services,6479465.39,0,0,0,0,0,0,0
Canadian Northern Economic Development Agency,Internal Services,0,6595450.55,7752054.92,9047110.55,8079310.87,7674630,5978872,5978872
Marine Atlantic Inc.,Marine Atlantic Inc.,146682515,0,0,0,0,0,0,0
Marine Atlantic Inc.,Marine Atlantic Inc.,0,125945000,130903730,140567000,130809588,189617507,189617507,189617507
Canada Post,Canada Post Corporation,22210000,0,0,0,0,0,0,0
Canada Post,Canada Post Corporation,0,22210000,22210000,22209960,22210000,22210000,22210000,22210000
Polar Knowledge Canada,Science and Technology,0,12055192.75,11054911.31,7339868.19,11413895.55,14278594,14278594,14278594
Polar Knowledge Canada,Knowledge Management and Engagement,0,3587146.76,4227244.85,2037763.33,2397015.11,1557836,1557836,1557836
Polar Knowledge Canada,Science and Technology for the North,13044110.97,0,0,0,0,0,0,0
Polar Knowledge Canada,Polar Knowledge Application,3480211.55,0,0,0,0,0,0,0
Polar Knowledge Canada,Internal Services,5003804.63,0,0,0,0,0,0,0
Polar Knowledge Canada,Internal Services,0,9014331.41,15295335.46,12897639.38,13524387.49,16638997,16638997,16638997
Canadian Race Relations Foundation,Canadian Race Relations Foundation,0,0,0,0,6180001,9000000,9000000,9000000
Canadian Radio-television and Telecommunications Commission,Support for Canadian Content Creation,0,1715229.13,3906673.86,14061780.59,2854818.52,5433835,2356529,2356529
